 	 cpu usage 	 io_usage 	 total traffic 	 total load
21:26:04 	 0 	 0 	 0 	 0.0
21:26:05 	 0 	 0 	 0 	 0.0
21:26:06 	 0 	 0 	 0 	 0.0
21:26:07 	 0 	 0 	 0 	 0.0
21:26:08 	 0 	 0 	 0 	 0.0
21:26:09 	 0 	 0 	 0 	 0.0
21:26:10 	 0 	 0 	 0 	 0.0
21:26:11 	 0 	 0 	 0 	 0.0
21:26:12 	 0 	 0 	 0 	 0.0
21:26:13 	 0 	 0 	 0 	 0.0
21:26:14 	 0 	 0 	 0 	 0.0
21:26:15 	 0 	 0 	 0 	 0.0
21:26:16 	 0 	 0 	 0 	 0.0
21:26:17 	 3.89173483388783 	 6.6273857486535 	 4.46004847638012 	 4.71772597320232
21:26:18 	 7.83636216538423 	 10.6200966764779 	 9.39380863895413 	 8.92165741155013
21:26:19 	 13.5221378744438 	 19.1420029773041 	 15.5087908344815 	 15.4237673901683
21:26:20 	 19.1830068811552 	 26.6208514769431 	 19.0802386440324 	 21.0167759708215
21:26:21 	 22.8087979451669 	 27.9946211889662 	 22.2185233263437 	 23.9576851014109
21:26:22 	 27.3571385050346 	 29.3244783014169 	 24.0942511575246 	 27.0332516172527
21:26:23 	 27.3571385050346 	 29.3244783014169 	 24.0942511575246 	 27.0332516172527
21:26:24 	 27.3571385050346 	 29.3244783014169 	 24.0942511575246 	 27.0332516172527
21:26:25 	 27.3571385050346 	 29.3244783014169 	 24.0942511575246 	 27.0332516172527
21:26:26 	 27.3571385050346 	 29.3244783014169 	 24.0942511575246 	 27.0332516172527
21:26:27 	 27.3571385050346 	 29.3244783014169 	 24.0942511575246 	 27.0332516172527
21:26:28 	 27.3571385050346 	 29.3244783014169 	 24.0942511575246 	 27.0332516172527
21:26:29 	 27.3571385050346 	 29.3244783014169 	 24.0942511575246 	 27.0332516172527
21:26:30 	 27.3571385050346 	 29.3244783014169 	 24.0942511575246 	 27.0332516172527
21:26:31 	 27.3571385050346 	 29.3244783014169 	 24.0942511575246 	 27.0332516172527
21:26:32 	 27.3571385050346 	 29.3244783014169 	 24.0942511575246 	 27.0332516172527
